/* DATA DESCRIPTION:
Citation:	Dickens, GR; Backman, J (2013): (Table S6) Reported, corrected and composite depths for Gamma Ray Attentuation Porosity Evaluator (GRAPE) data at DSDP Hole 86-577A. doi:10.1594/PANGAEA.809122, 
	In Supplement to: Dickens, Gerald Roy; Backman, Jan (2013): Core alignment and composite depth scale for the lower Paleogene through uppermost Cretaceous interval at Deep Sea Drilling Project Site 577. Newsletters on Stratigraphy
Project(s):	Deep Sea Drilling Project (DSDP) (URI: http://www.deepseadrilling.org/)
Coverage:	LATITUDE: 32.442200 * LONGITUDE: 157.723200
	MINIMUM DEPTH, sediment/rock: 66.4 m * MAXIMUM DEPTH, sediment/rock: 122.9 m
Event(s):	86-577A * LATITUDE: 32.442200 * LONGITUDE: 157.723200 * DATE/TIME: 1982-05-23T00:00:00 * ELEVATION: -2675.0 m * RECOVERY: 110.80 m * PENETRATION: 123.40 m * LOCATION: North Pacific * CAMPAIGN: Leg86 (URI: doi:10.2973/dsdp.proc.86.1985) * BASIS: Glomar Challenger (URI: http://odp.pangaea.de/glomar.html) * DEVICE: Drilling * COMMENT: 13 cores; 123.4 m cored; 0 m drilled; 89.8 % recovery
Comment:	DEPTH, sediment is the reported depth [mbsf], measured after sliding core sections to 150 cm.
Parameter(s):	Sample code/label (Label) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * METHOD: ODP sample designation (URI: hdl:10013/epic.27914.d001)
	DEPTH, sediment/rock [m] (Depth) * Geocode
	Void correction [m] (Void corr) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu)
	Depth, sediment revised [m] (Depth revised) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * COMMENT: corrected depths [mbsf] after moving tops of core sections back to 0 cm
	Offset [m] (Offset) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu)
	Depth, composite [mcd] (Depth c) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * COMMENT: after adding core offsets (Table 2)
	Density, wet bulk [g/cm**3] (WBD) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * METHOD: Gamma-ray attenuation porosity evaluator (GRAPE) * COMMENT: GRAPE data reported as density (g/cm**3), although it is a proxy measurement for density
	Density, wet bulk [g/cm**3] (WBD) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * METHOD: Gamma-ray attenuation porosity evaluator (GRAPE) * COMMENT: problematic GRAPE data, typically caused by void space in core sections
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	25914 data points
*/
Label	Depth [m]	Void corr [m]	Depth revised [m]	Offset [m]	Depth c [mcd]	WBD [g/cm**3] (GRAPE data reported as densit...)	WBD [g/cm**3] (problematic GRAPE data, typic...)
86-577A-11-3,103.9	98.94	-0.10	98.84	2.10	100.94	1.74	
86-577A-11-3,105.1	98.95	-0.10	98.85	2.10	100.95	1.77	
86-577A-11-3,106.2	98.96	-0.10	98.86	2.10	100.96	1.72	
86-577A-11-3,107.3	98.97	-0.10	98.87	2.10	100.97	1.72	
86-577A-11-3,108.5	98.98	-0.10	98.88	2.10	100.98	1.75	
86-577A-11-3,109.6	99.00	-0.10	98.90	2.10	101.00	1.76	
86-577A-11-3,110.8	99.01	-0.10	98.91	2.10	101.01	1.72	
86-577A-11-3,111.9	99.02	-0.10	98.92	2.10	101.02	1.72	
86-577A-11-3,113.1	99.03	-0.10	98.93	2.10	101.03	1.74	
86-577A-11-3,114.2	99.04	-0.10	98.94	2.10	101.04	1.76	
86-577A-11-3,115.3	99.05	-0.10	98.95	2.10	101.05	1.72	
86-577A-11-3,116.5	99.06	-0.10	98.96	2.10	101.06	1.73	
86-577A-11-3,117.6	99.08	-0.10	98.98	2.10	101.08	1.74	
86-577A-11-3,118.8	99.09	-0.10	98.99	2.10	101.09	1.74	
86-577A-11-3,119.9	99.10	-0.10	99.00	2.10	101.10	1.77	
86-577A-11-3,121.1	99.11	-0.10	99.01	2.10	101.11	1.71	
86-577A-11-3,122.2	99.12	-0.10	99.02	2.10	101.12	1.74	
86-577A-11-3,123.3	99.13	-0.10	99.03	2.10	101.13	1.71	
86-577A-11-3,124.5	99.14	-0.10	99.04	2.10	101.14	1.74	
86-577A-11-3,125.6	99.16	-0.10	99.06	2.10	101.16	1.74	
86-577A-11-3,126.8	99.17	-0.10	99.07	2.10	101.17	1.70	
86-577A-11-3,127.9	99.18	-0.10	99.08	2.10	101.18	1.70	
86-577A-11-3,129	99.19	-0.10	99.09	2.10	101.19	1.78	
86-577A-11-3,130.2	99.20	-0.10	99.10	2.10	101.20	1.70	
86-577A-11-3,131.3	99.21	-0.10	99.11	2.10	101.21	1.77	
86-577A-11-3,132.5	99.22	-0.10	99.12	2.10	101.22	1.67	
86-577A-11-3,133.6	99.24	-0.10	99.14	2.10	101.24	1.83	
86-577A-11-3,134.8	99.25	-0.10	99.15	2.10	101.25	1.71	
86-577A-11-3,135.9	99.26	-0.10	99.16	2.10	101.26	1.71	
86-577A-11-3,137	99.27	-0.10	99.17	2.10	101.27	1.72	
86-577A-11-3,138.2	99.28	-0.10	99.18	2.10	101.28	1.77	
86-577A-11-3,139.3	99.29	-0.10	99.19	2.10	101.29	1.60	
86-577A-11-3,140.5	99.30	-0.10	99.20	2.10	101.30	1.73	
86-577A-11-3,141.6	99.32	-0.10	99.22	2.10	101.32	1.77	
86-577A-11-3,142.8	99.33	-0.10	99.23	2.10	101.33	1.73	
86-577A-11-3,143.9	99.34	-0.10	99.24	2.10	101.34	1.71	
86-577A-11-3,145	99.35	-0.10	99.25	2.10	101.35	1.72	
86-577A-11-3,146.2	99.36	-0.10	99.26	2.10	101.36	1.74	
86-577A-11-3,147.3	99.37	-0.10	99.27	2.10	101.37	1.75	
86-577A-11-3,148.5	99.38	-0.10	99.28	2.10	101.38	1.80	
86-577A-11-3,149.6	99.40	-0.10	99.30	2.10	101.40		1.46
86-577A-11-4,1.1	99.41	0.00	99.41	2.10	101.51		0.00
86-577A-11-3,150.7	99.41	-0.10	99.31	2.10	101.41		0.00
86-577A-11-4,2.3	99.42	0.00	99.42	2.10	101.52		0.00
86-577A-11-3,151.9	99.42	-0.10	99.32	2.10	101.42		0.00
86-577A-11-4,3.4	99.43	0.00	99.43	2.10	101.53	1.64	
86-577A-11-3,153	99.43	-0.10	99.33	2.10	101.43		0.00
86-577A-11-3,154.2	99.44	-0.10	99.34	2.10	101.44		0.00
86-577A-11-4,4.6	99.45	0.00	99.45	2.10	101.55	1.71	
86-577A-11-4,5.7	99.46	0.00	99.46	2.10	101.56	1.73	
86-577A-11-4,6.9	99.47	0.00	99.47	2.10	101.57	1.77	
86-577A-11-4,8	99.48	0.00	99.48	2.10	101.58	1.74	
86-577A-11-4,9.1	99.49	0.00	99.49	2.10	101.59	1.71	
86-577A-11-4,10.3	99.50	0.00	99.50	2.10	101.60	1.71	
86-577A-11-4,11.4	99.51	0.00	99.51	2.10	101.61	1.79	
86-577A-11-4,12.6	99.53	0.00	99.53	2.10	101.63	1.72	
86-577A-11-4,13.7	99.54	0.00	99.54	2.10	101.64	1.74	
86-577A-11-4,14.8	99.55	0.00	99.55	2.10	101.65	1.69	
86-577A-11-4,16	99.56	0.00	99.56	2.10	101.66	1.68	
86-577A-11-4,17.1	99.57	0.00	99.57	2.10	101.67	1.76	
86-577A-11-4,18.3	99.58	0.00	99.58	2.10	101.68	1.73	
86-577A-11-4,19.4	99.59	0.00	99.59	2.10	101.69	1.78	
86-577A-11-4,20.6	99.61	0.00	99.61	2.10	101.71	1.72	
86-577A-11-4,21.7	99.62	0.00	99.62	2.10	101.72	1.73	
86-577A-11-4,22.8	99.63	0.00	99.63	2.10	101.73	1.75	
86-577A-11-4,24	99.64	0.00	99.64	2.10	101.74	1.83	
86-577A-11-4,25.1	99.65	0.00	99.65	2.10	101.75	1.80	
86-577A-11-4,26.3	99.66	0.00	99.66	2.10	101.76	1.74	
86-577A-11-4,27.4	99.67	0.00	99.67	2.10	101.77	1.77	
86-577A-11-4,28.6	99.69	0.00	99.69	2.10	101.79	1.74	
86-577A-11-4,29.7	99.70	0.00	99.70	2.10	101.80	1.74	
86-577A-11-4,30.8	99.71	0.00	99.71	2.10	101.81	1.68	
86-577A-11-4,32	99.72	0.00	99.72	2.10	101.82	1.69	
86-577A-11-4,33.1	99.73	0.00	99.73	2.10	101.83	1.74	
86-577A-11-4,34.3	99.74	0.00	99.74	2.10	101.84	1.66	
86-577A-11-4,35.4	99.75	0.00	99.75	2.10	101.85	1.66	
86-577A-11-4,36.5	99.77	0.00	99.77	2.10	101.87	1.71	
86-577A-11-4,37.7	99.78	0.00	99.78	2.10	101.88	1.69	
86-577A-11-4,38.8	99.79	0.00	99.79	2.10	101.89	1.76	
86-577A-11-4,40	99.80	0.00	99.80	2.10	101.90	1.71	
86-577A-11-4,41.1	99.81	0.00	99.81	2.10	101.91	1.64	
86-577A-11-4,42.3	99.82	0.00	99.82	2.10	101.92	1.71	
86-577A-11-4,43.4	99.83	0.00	99.83	2.10	101.93	1.67	
86-577A-11-4,44.5	99.85	0.00	99.85	2.10	101.95	1.73	
86-577A-11-4,45.7	99.86	0.00	99.86	2.10	101.96	1.74	
86-577A-11-4,46.8	99.87	0.00	99.87	2.10	101.97	1.69	
86-577A-11-4,48	99.88	0.00	99.88	2.10	101.98	1.61	
86-577A-11-4,49.1	99.89	0.00	99.89	2.10	101.99	1.68	
86-577A-11-4,50.2	99.90	0.00	99.90	2.10	102.00	1.70	
86-577A-11-4,51.4	99.91	0.00	99.91	2.10	102.01	1.71	
86-577A-11-4,52.5	99.93	0.00	99.93	2.10	102.03	1.70	
86-577A-11-4,53.7	99.94	0.00	99.94	2.10	102.04	1.69	
86-577A-11-4,54.8	99.95	0.00	99.95	2.10	102.05	1.78	
86-577A-11-4,56	99.96	0.00	99.96	2.10	102.06	1.70	
86-577A-11-4,57.1	99.97	0.00	99.97	2.10	102.07	1.74	
86-577A-11-4,58.2	99.98	0.00	99.98	2.10	102.08	1.75	
86-577A-11-4,59.4	99.99	0.00	99.99	2.10	102.09	1.69	
86-577A-11-4,60.5	100.01	0.00	100.01	2.10	102.11	1.73	
86-577A-11-4,61.7	100.02	0.00	100.02	2.10	102.12	1.69	
86-577A-11-4,62.8	100.03	0.00	100.03	2.10	102.13	1.69	
86-577A-11-4,64	100.04	0.00	100.04	2.10	102.14	1.68	
86-577A-11-4,65.1	100.05	0.00	100.05	2.10	102.15	1.70	
86-577A-11-4,66.2	100.06	0.00	100.06	2.10	102.16	1.70	
86-577A-11-4,67.4	100.07	0.00	100.07	2.10	102.17	1.69	
86-577A-11-4,68.5	100.09	0.00	100.09	2.10	102.19	1.76	
86-577A-11-4,69.7	100.10	0.00	100.10	2.10	102.20	1.76	
86-577A-11-4,70.8	100.11	0.00	100.11	2.10	102.21	1.73	
86-577A-11-4,71.9	100.12	0.00	100.12	2.10	102.22	1.80	
86-577A-11-4,73.1	100.13	0.00	100.13	2.10	102.23	1.77	
86-577A-11-4,74.2	100.14	0.00	100.14	2.10	102.24	1.70	
86-577A-11-4,75.4	100.15	0.00	100.15	2.10	102.25	1.69	
86-577A-11-4,76.5	100.17	0.00	100.17	2.10	102.27	1.73	
86-577A-11-4,77.7	100.18	0.00	100.18	2.10	102.28	1.72	
86-577A-11-4,78.8	100.19	0.00	100.19	2.10	102.29	1.75	
86-577A-11-4,79.9	100.20	0.00	100.20	2.10	102.30	1.75	
86-577A-11-4,81.1	100.21	0.00	100.21	2.10	102.31	1.76	
86-577A-11-4,82.2	100.22	0.00	100.22	2.10	102.32	1.69	
86-577A-11-4,83.4	100.23	0.00	100.23	2.10	102.33	1.73	
86-577A-11-4,84.5	100.25	0.00	100.25	2.10	102.35	1.66	
86-577A-11-4,85.7	100.26	0.00	100.26	2.10	102.36	1.72	
86-577A-11-4,86.8	100.27	0.00	100.27	2.10	102.37	1.76	
86-577A-11-4,87.9	100.28	0.00	100.28	2.10	102.38	1.71	
86-577A-11-4,89.1	100.29	0.00	100.29	2.10	102.39	1.78	
86-577A-11-4,90.2	100.30	0.00	100.30	2.10	102.40	1.77	
86-577A-11-4,91.4	100.31	0.00	100.31	2.10	102.41	1.77	
86-577A-11-4,92.5	100.33	0.00	100.33	2.10	102.43	1.69	
86-577A-11-4,93.6	100.34	0.00	100.34	2.10	102.44	1.70	
86-577A-11-4,94.8	100.35	0.00	100.35	2.10	102.45	1.73	
86-577A-11-4,95.9	100.36	0.00	100.36	2.10	102.46	1.64	
86-577A-11-4,97.1	100.37	0.00	100.37	2.10	102.47	1.72	
86-577A-11-4,98.2	100.38	0.00	100.38	2.10	102.48	1.75	
86-577A-11-4,99.4	100.39	0.00	100.39	2.10	102.49	1.75	
86-577A-11-4,100.5	100.40	0.00	100.40	2.10	102.50	1.71	
86-577A-11-4,101.6	100.42	0.00	100.42	2.10	102.52	1.75	
86-577A-11-4,102.8	100.43	0.00	100.43	2.10	102.53	1.74	
86-577A-11-4,103.9	100.44	0.00	100.44	2.10	102.54	1.67	
86-577A-11-4,105.1	100.45	0.00	100.45	2.10	102.55	1.57	
86-577A-11-4,106.2	100.46	0.00	100.46	2.10	102.56	1.71	
86-577A-11-4,107.3	100.47	0.00	100.47	2.10	102.57	1.77	
86-577A-11-4,108.5	100.48	0.00	100.48	2.10	102.58	1.70	
86-577A-11-4,109.6	100.50	0.00	100.50	2.10	102.60	1.78	
86-577A-11-4,110.8	100.51	0.00	100.51	2.10	102.61	1.71	
86-577A-11-4,111.9	100.52	0.00	100.52	2.10	102.62	1.73	
86-577A-11-4,113.1	100.53	0.00	100.53	2.10	102.63	1.68	
86-577A-11-4,114.2	100.54	0.00	100.54	2.10	102.64	1.70	
86-577A-11-4,115.3	100.55	0.00	100.55	2.10	102.65	1.73	
86-577A-11-4,116.5	100.56	0.00	100.56	2.10	102.66	1.76	
86-577A-11-4,117.6	100.58	0.00	100.58	2.10	102.68	1.74	
86-577A-11-4,118.8	100.59	0.00	100.59	2.10	102.69	1.72	
86-577A-11-4,119.9	100.60	0.00	100.60	2.10	102.70	1.71	
86-577A-11-4,121.1	100.61	0.00	100.61	2.10	102.71	1.68	
86-577A-11-4,122.2	100.62	0.00	100.62	2.10	102.72	1.76	
86-577A-11-4,123.3	100.63	0.00	100.63	2.10	102.73	1.71	
86-577A-11-4,124.5	100.64	0.00	100.64	2.10	102.74	1.69	
86-577A-11-4,125.6	100.66	0.00	100.66	2.10	102.76	1.70	
86-577A-11-4,126.8	100.67	0.00	100.67	2.10	102.77	1.69	
86-577A-11-4,127.9	100.68	0.00	100.68	2.10	102.78	1.71	
86-577A-11-4,129	100.69	0.00	100.69	2.10	102.79	1.69	
86-577A-11-4,130.2	100.70	0.00	100.70	2.10	102.80	1.75	
86-577A-11-4,131.3	100.71	0.00	100.71	2.10	102.81	1.67	
86-577A-11-4,132.5	100.72	0.00	100.72	2.10	102.82	1.71	
86-577A-11-4,133.6	100.74	0.00	100.74	2.10	102.84	1.73	
86-577A-11-4,134.8	100.75	0.00	100.75	2.10	102.85	1.70	
86-577A-11-4,135.9	100.76	0.00	100.76	2.10	102.86	1.70	
86-577A-11-4,137	100.77	0.00	100.77	2.10	102.87	1.74	
86-577A-11-4,138.2	100.78	0.00	100.78	2.10	102.88	1.70	
86-577A-11-4,139.3	100.79	0.00	100.79	2.10	102.89	1.68	
86-577A-11-4,140.5	100.80	0.00	100.80	2.10	102.90	1.72	
86-577A-11-4,141.6	100.82	0.00	100.82	2.10	102.92	1.72	
86-577A-11-4,142.8	100.83	0.00	100.83	2.10	102.93	1.74	
86-577A-11-4,143.9	100.84	0.00	100.84	2.10	102.94	1.66	
86-577A-11-4,145	100.85	0.00	100.85	2.10	102.95	1.65	
86-577A-11-4,146.2	100.86	0.00	100.86	2.10	102.96	1.68	
86-577A-11-4,147.3	100.87	0.00	100.87	2.10	102.97	1.77	
86-577A-11-4,148.5	100.88	0.00	100.88	2.10	102.98	1.71	
86-577A-11-4,149.6	100.90	0.00	100.90	2.10	103.00	1.70	
86-577A-11-5,1.1	100.91	0.00	100.91	2.10	103.01		0.00
86-577A-11-4,150.7	100.91	0.00	100.91	2.10	103.01	1.83	
86-577A-11-5,2.3	100.92	0.00	100.92	2.10	103.02		0.00
86-577A-11-4,151.9	100.92	0.00	100.92	2.10	103.02		0.00
86-577A-11-5,3.4	100.93	0.00	100.93	2.10	103.03	1.72	
86-577A-11-4,153	100.93	0.00	100.93	2.10	103.03		0.00
86-577A-11-4,154.2	100.94	0.00	100.94	2.10	103.04		0.00
86-577A-11-5,4.6	100.95	0.00	100.95	2.10	103.05	1.79	
86-577A-11-5,5.7	100.96	0.00	100.96	2.10	103.06	1.76	
86-577A-11-5,6.9	100.97	0.00	100.97	2.10	103.07	1.72	
86-577A-11-5,8	100.98	0.00	100.98	2.10	103.08	1.74	
86-577A-11-5,9.1	100.99	0.00	100.99	2.10	103.09	1.72	
86-577A-11-5,10.3	101.00	0.00	101.00	2.10	103.10	1.72	
86-577A-11-5,11.4	101.01	0.00	101.01	2.10	103.11	1.69	
86-577A-11-5,12.6	101.03	0.00	101.03	2.10	103.13	1.73	
86-577A-11-5,13.7	101.04	0.00	101.04	2.10	103.14	1.67	
86-577A-11-5,14.8	101.05	0.00	101.05	2.10	103.15	1.73	
86-577A-11-5,16	101.06	0.00	101.06	2.10	103.16	1.70	
86-577A-11-5,17.1	101.07	0.00	101.07	2.10	103.17	1.79	
86-577A-11-5,18.3	101.08	0.00	101.08	2.10	103.18	1.70	
86-577A-11-5,19.4	101.09	0.00	101.09	2.10	103.19	1.71	
86-577A-11-5,20.6	101.11	0.00	101.11	2.10	103.21	1.74	
86-577A-11-5,21.7	101.12	0.00	101.12	2.10	103.22	1.74	
86-577A-11-5,22.8	101.13	0.00	101.13	2.10	103.23	1.73	
86-577A-11-5,24	101.14	0.00	101.14	2.10	103.24	1.76	
86-577A-11-5,25.1	101.15	0.00	101.15	2.10	103.25	1.67	
86-577A-11-5,26.3	101.16	0.00	101.16	2.10	103.26	1.78	
86-577A-11-5,27.4	101.17	0.00	101.17	2.10	103.27	1.73	
86-577A-11-5,28.6	101.19	0.00	101.19	2.10	103.29	1.76	
86-577A-11-5,29.7	101.20	0.00	101.20	2.10	103.30	1.70	
86-577A-11-5,30.8	101.21	0.00	101.21	2.10	103.31	1.70	
86-577A-11-5,32	101.22	0.00	101.22	2.10	103.32	1.73	
86-577A-11-5,33.1	101.23	0.00	101.23	2.10	103.33	1.75	
86-577A-11-5,34.3	101.24	0.00	101.24	2.10	103.34	1.85	
86-577A-11-5,35.4	101.25	0.00	101.25	2.10	103.35	1.77	
86-577A-11-5,36.5	101.27	0.00	101.27	2.10	103.37	1.76	
86-577A-11-5,37.7	101.28	0.00	101.28	2.10	103.38	1.74	
86-577A-11-5,38.8	101.29	0.00	101.29	2.10	103.39	1.78	
86-577A-11-5,40	101.30	0.00	101.30	2.10	103.40	1.71	
86-577A-11-5,41.1	101.31	0.00	101.31	2.10	103.41	1.71	
86-577A-11-5,42.3	101.32	0.00	101.32	2.10	103.42	1.75	
86-577A-11-5,43.4	101.33	0.00	101.33	2.10	103.43	1.77	
86-577A-11-5,44.5	101.35	0.00	101.35	2.10	103.45	1.78	
86-577A-11-5,45.7	101.36	0.00	101.36	2.10	103.46	1.74	
86-577A-11-5,46.8	101.37	0.00	101.37	2.10	103.47	1.73	
86-577A-11-5,48	101.38	0.00	101.38	2.10	103.48	1.78	
86-577A-11-5,49.1	101.39	0.00	101.39	2.10	103.49	1.71	
86-577A-11-5,50.2	101.40	0.00	101.40	2.10	103.50	1.73	
86-577A-11-5,51.4	101.41	0.00	101.41	2.10	103.51	1.71	
86-577A-11-5,52.5	101.43	0.00	101.43	2.10	103.53	1.75	
86-577A-11-5,53.7	101.44	0.00	101.44	2.10	103.54	1.65	
86-577A-11-5,54.8	101.45	0.00	101.45	2.10	103.55	1.73	
86-577A-11-5,56	101.46	0.00	101.46	2.10	103.56	1.75	
86-577A-11-5,57.1	101.47	0.00	101.47	2.10	103.57	1.70	
86-577A-11-5,58.2	101.48	0.00	101.48	2.10	103.58	1.74	
86-577A-11-5,59.4	101.49	0.00	101.49	2.10	103.59	1.77	
86-577A-11-5,60.5	101.51	0.00	101.51	2.10	103.61	1.75	
86-577A-11-5,61.7	101.52	0.00	101.52	2.10	103.62	1.71	
86-577A-11-5,62.8	101.53	0.00	101.53	2.10	103.63	1.72	
86-577A-11-5,64	101.54	0.00	101.54	2.10	103.64	1.69	
86-577A-11-5,65.1	101.55	0.00	101.55	2.10	103.65	1.71	
86-577A-11-5,66.2	101.56	0.00	101.56	2.10	103.66	1.76	
86-577A-11-5,67.4	101.57	0.00	101.57	2.10	103.67	1.78	
86-577A-11-5,68.5	101.59	0.00	101.59	2.10	103.69	1.82	
86-577A-11-5,69.7	101.60	0.00	101.60	2.10	103.70	1.76	
86-577A-11-5,70.8	101.61	0.00	101.61	2.10	103.71	1.79	
86-577A-11-5,71.9	101.62	0.00	101.62	2.10	103.72	1.75	
86-577A-11-5,73.1	101.63	0.00	101.63	2.10	103.73	1.67	
86-577A-11-5,74.2	101.64	0.00	101.64	2.10	103.74	1.77	
86-577A-11-5,75.4	101.65	0.00	101.65	2.10	103.75	1.71	
86-577A-11-5,76.5	101.67	0.00	101.67	2.10	103.77	1.77	
86-577A-11-5,77.7	101.68	0.00	101.68	2.10	103.78	1.81	
86-577A-11-5,78.8	101.69	0.00	101.69	2.10	103.79	1.66	
86-577A-11-5,79.9	101.70	0.00	101.70	2.10	103.80	1.75	
86-577A-11-5,81.1	101.71	0.00	101.71	2.10	103.81	1.75	
86-577A-11-5,82.2	101.72	0.00	101.72	2.10	103.82	1.72	
86-577A-11-5,83.4	101.73	0.00	101.73	2.10	103.83	1.75	
86-577A-11-5,84.5	101.75	0.00	101.75	2.10	103.85	1.74	
86-577A-11-5,85.7	101.76	0.00	101.76	2.10	103.86	1.74	
86-577A-11-5,86.8	101.77	0.00	101.77	2.10	103.87	1.73	
86-577A-11-5,87.9	101.78	0.00	101.78	2.10	103.88	1.70	
86-577A-11-5,89.1	101.79	0.00	101.79	2.10	103.89	1.66	
86-577A-11-5,90.2	101.80	0.00	101.80	2.10	103.90	1.80	
86-577A-11-5,91.4	101.81	0.00	101.81	2.10	103.91	1.67	
86-577A-11-5,92.5	101.83	0.00	101.83	2.10	103.93	1.75	
86-577A-11-5,93.6	101.84	0.00	101.84	2.10	103.94	1.62	
86-577A-11-5,94.8	101.85	0.00	101.85	2.10	103.95	1.76	
86-577A-11-5,95.9	101.86	0.00	101.86	2.10	103.96	1.64	
86-577A-11-5,97.1	101.87	0.00	101.87	2.10	103.97	1.76	
86-577A-11-5,98.2	101.88	0.00	101.88	2.10	103.98	1.72	
86-577A-11-5,99.4	101.89	0.00	101.89	2.10	103.99	1.70	
86-577A-11-5,100.5	101.90	0.00	101.90	2.10	104.00	1.67	
86-577A-11-5,101.6	101.92	0.00	101.92	2.10	104.02	1.67	
86-577A-11-5,102.8	101.93	0.00	101.93	2.10	104.03	1.67	
86-577A-11-5,103.9	101.94	0.00	101.94	2.10	104.04	1.68	
86-577A-11-5,105.1	101.95	0.00	101.95	2.10	104.05	1.68	
86-577A-11-5,106.2	101.96	0.00	101.96	2.10	104.06	1.73	
86-577A-11-5,107.3	101.97	0.00	101.97	2.10	104.07	1.78	
86-577A-11-5,108.5	101.98	0.00	101.98	2.10	104.08	1.80	
86-577A-11-5,109.6	102.00	0.00	102.00	2.10	104.10	1.73	
86-577A-11-5,110.8	102.01	0.00	102.01	2.10	104.11	1.78	
86-577A-11-5,111.9	102.02	0.00	102.02	2.10	104.12	1.75	
86-577A-11-5,113.1	102.03	0.00	102.03	2.10	104.13	1.72	
86-577A-11-5,114.2	102.04	0.00	102.04	2.10	104.14	1.72	
86-577A-11-5,115.3	102.05	0.00	102.05	2.10	104.15	1.75	
86-577A-11-5,116.5	102.06	0.00	102.06	2.10	104.16	1.67	
86-577A-11-5,117.6	102.08	0.00	102.08	2.10	104.18	1.72	
86-577A-11-5,118.8	102.09	0.00	102.09	2.10	104.19	1.75	
86-577A-11-5,119.9	102.10	0.00	102.10	2.10	104.20	1.75	
86-577A-11-5,121.1	102.11	0.00	102.11	2.10	104.21	1.71	
86-577A-11-5,122.2	102.12	0.00	102.12	2.10	104.22	1.69	
86-577A-11-5,123.3	102.13	0.00	102.13	2.10	104.23	1.71	
86-577A-11-5,124.5	102.14	0.00	102.14	2.10	104.24	1.66	
86-577A-11-5,125.6	102.16	0.00	102.16	2.10	104.26	1.72	
86-577A-11-5,126.8	102.17	0.00	102.17	2.10	104.27	1.75	
86-577A-11-5,127.9	102.18	0.00	102.18	2.10	104.28	1.64	
86-577A-11-5,129	102.19	0.00	102.19	2.10	104.29	1.68	
86-577A-11-5,130.2	102.20	0.00	102.20	2.10	104.30	1.70	
86-577A-11-5,131.3	102.21	0.00	102.21	2.10	104.31	1.63	
86-577A-11-5,132.5	102.22	0.00	102.22	2.10	104.32	1.62	
86-577A-11-5,133.6	102.24	0.00	102.24	2.10	104.34	1.76	
86-577A-11-5,134.8	102.25	0.00	102.25	2.10	104.35	1.76	
86-577A-11-5,135.9	102.26	0.00	102.26	2.10	104.36	1.66	
86-577A-11-5,137	102.27	0.00	102.27	2.10	104.37	1.71	
86-577A-11-5,138.2	102.28	0.00	102.28	2.10	104.38	1.66	
86-577A-11-5,139.3	102.29	0.00	102.29	2.10	104.39	1.72	
86-577A-11-5,140.5	102.30	0.00	102.30	2.10	104.40	1.68	
86-577A-11-5,141.6	102.32	0.00	102.32	2.10	104.42	1.78	
86-577A-11-5,142.8	102.33	0.00	102.33	2.10	104.43	1.72	
86-577A-11-5,143.9	102.34	0.00	102.34	2.10	104.44	1.70	
86-577A-11-5,145	102.35	0.00	102.35	2.10	104.45	1.71	
86-577A-11-5,146.2	102.36	0.00	102.36	2.10	104.46	1.73	
86-577A-11-5,147.3	102.37	0.00	102.37	2.10	104.47	1.65	
86-577A-11-5,148.5	102.38	0.00	102.38	2.10	104.48	1.84	
86-577A-11-5,149.6	102.40	0.00	102.40	2.10	104.50		1.45
86-577A-11-6,1.1	102.41	-0.10	102.31	2.10	104.41		0.00
86-577A-11-5,150.7	102.41	0.00	102.41	2.10	104.51		0.00
86-577A-11-6,2.3	102.42	-0.10	102.32	2.10	104.42		0.00
86-577A-11-5,151.9	102.42	0.00	102.42	2.10	104.52		0.00
86-577A-11-6,3.4	102.43	-0.10	102.33	2.10	104.43		0.00
86-577A-11-5,153	102.43	0.00	102.43	2.10	104.53		0.00
86-577A-11-5,154.2	102.44	0.00	102.44	2.10	104.54		0.00
86-577A-11-6,4.6	102.45	-0.10	102.35	2.10	104.45		0.00
86-577A-11-6,5.7	102.46	-0.10	102.36	2.10	104.46		0.00
86-577A-11-6,6.9	102.47	-0.10	102.37	2.10	104.47		0.00
86-577A-11-6,8	102.48	-0.10	102.38	2.10	104.48		0.00
86-577A-11-6,9.1	102.49	-0.10	102.39	2.10	104.49		0.00
86-577A-11-6,10.3	102.50	-0.10	102.40	2.10	104.50		0.00
86-577A-11-6,11.4	102.51	-0.10	102.41	2.10	104.51		0.00
86-577A-11-6,12.6	102.53	-0.10	102.43	2.10	104.53		0.00
86-577A-11-6,13.7	102.54	-0.10	102.44	2.10	104.54	1.74	
86-577A-11-6,14.8	102.55	-0.10	102.45	2.10	104.55	1.74	
86-577A-11-6,16	102.56	-0.10	102.46	2.10	104.56	1.66	
86-577A-11-6,17.1	102.57	-0.10	102.47	2.10	104.57	1.79	
86-577A-11-6,18.3	102.58	-0.10	102.48	2.10	104.58	1.83	
86-577A-11-6,19.4	102.59	-0.10	102.49	2.10	104.59	1.80	
86-577A-11-6,20.6	102.61	-0.10	102.51	2.10	104.61	1.79	
