/* DATA DESCRIPTION:
Citation:	Dickens, GR; Backman, J (2013): (Table S7) Reported, corrected and composite depths for Gamma Ray Attentuation Porosity Evaluator (GRAPE) data at DSDP Hole 86-577B. doi:10.1594/PANGAEA.809123, 
	In Supplement to: Dickens, Gerald Roy; Backman, Jan (2013): Core alignment and composite depth scale for the lower Paleogene through uppermost Cretaceous interval at Deep Sea Drilling Project Site 577. Newsletters on Stratigraphy
Project(s):	Deep Sea Drilling Project (DSDP) (URI: http://www.deepseadrilling.org/)
Coverage:	LATITUDE: 32.441300 * LONGITUDE: 157.723200
	MINIMUM DEPTH, sediment/rock: 104.4 m * MAXIMUM DEPTH, sediment/rock: 113.4 m
Event(s):	86-577B * LATITUDE: 32.441300 * LONGITUDE: 157.723200 * DATE/TIME: 1982-05-23T00:00:00 * ELEVATION: -2675.0 m * RECOVERY: 9.60 m * PENETRATION: 113.90 m * LOCATION: North Pacific * CAMPAIGN: Leg86 (URI: doi:10.2973/dsdp.proc.86.1985) * BASIS: Glomar Challenger (URI: http://odp.pangaea.de/glomar.html) * DEVICE: Drilling * COMMENT: 1 cores; 9.5 m cored; 0 m drilled; 101.4 % recovery
Comment:	DEPTH, sediment is the reported depth [mbsf], measured after sliding core sections to 150 cm.
Parameter(s):	Sample code/label (Label) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * METHOD: ODP sample designation (URI: hdl:10013/epic.27914.d001)
	DEPTH, sediment/rock [m] (Depth) * Geocode
	Void correction [m] (Void corr) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu)
	Depth, sediment revised [m] (Depth revised) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * COMMENT: corrected depths [mbsf] after moving tops of core sections back to 0 cm
	Offset [m] (Offset) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu)
	Depth, composite [mcd] (Depth c) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * COMMENT: after adding core offsets (Table 2)
	Density, wet bulk [g/cm**3] (WBD) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * METHOD: Gamma-ray attenuation porosity evaluator (GRAPE) * COMMENT: GRAPE data reported as density (g/cm**3), although it is a proxy measurement for density
	Density, wet bulk [g/cm**3] (WBD) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * METHOD: Gamma-ray attenuation porosity evaluator (GRAPE) * COMMENT: problematic GRAPE data, typically caused by void space in core sections
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	4865 data points
*/
Label	Depth [m]	Void corr [m]	Depth revised [m]	Offset [m]	Depth c [mcd]	WBD [g/cm**3] (GRAPE data reported as densit...)	WBD [g/cm**3] (problematic GRAPE data, typic...)
86-577B-1-5,107.3	111.47	0.00	111.47	2.15	113.62	1.85	
86-577B-1-5,108.5	111.48	0.00	111.48	2.15	113.63	1.87	
86-577B-1-5,109.6	111.50	0.00	111.50	2.15	113.65	1.84	
86-577B-1-5,110.8	111.51	0.00	111.51	2.15	113.66	1.79	
86-577B-1-5,111.9	111.52	0.00	111.52	2.15	113.67	1.83	
86-577B-1-5,113.1	111.53	0.00	111.53	2.15	113.68	1.87	
86-577B-1-5,114.2	111.54	0.00	111.54	2.15	113.69	1.81	
86-577B-1-5,115.3	111.55	0.00	111.55	2.15	113.70	1.83	
86-577B-1-5,116.5	111.56	0.00	111.56	2.15	113.71	1.83	
86-577B-1-5,117.6	111.58	0.00	111.58	2.15	113.73	1.82	
86-577B-1-5,118.8	111.59	0.00	111.59	2.15	113.74	1.76	
86-577B-1-5,119.9	111.60	0.00	111.60	2.15	113.75	1.59	
86-577B-1-5,121.1	111.61	0.00	111.61	2.15	113.76	1.63	
86-577B-1-5,122.2	111.62	0.00	111.62	2.15	113.77	1.71	
86-577B-1-5,123.3	111.63	0.00	111.63	2.15	113.78	1.66	
86-577B-1-5,124.5	111.64	0.00	111.64	2.15	113.79	1.71	
86-577B-1-5,125.6	111.66	0.00	111.66	2.15	113.81	1.67	
86-577B-1-5,126.8	111.67	0.00	111.67	2.15	113.82	1.60	
86-577B-1-5,127.9	111.68	0.00	111.68	2.15	113.83	1.74	
86-577B-1-5,129	111.69	0.00	111.69	2.15	113.84	1.77	
86-577B-1-5,130.2	111.70	0.00	111.70	2.15	113.85	1.79	
86-577B-1-5,131.3	111.71	0.00	111.71	2.15	113.86	1.72	
86-577B-1-5,132.5	111.72	0.00	111.72	2.15	113.87	1.70	
86-577B-1-5,133.6	111.74	0.00	111.74	2.15	113.89	1.71	
86-577B-1-5,134.8	111.75	0.00	111.75	2.15	113.90	1.66	
86-577B-1-5,135.9	111.76	0.00	111.76	2.15	113.91	1.66	
86-577B-1-5,137	111.77	0.00	111.77	2.15	113.92	1.66	
86-577B-1-5,138.2	111.78	0.00	111.78	2.15	113.93	1.71	
86-577B-1-5,139.3	111.79	0.00	111.79	2.15	113.94	1.70	
86-577B-1-5,140.5	111.80	0.00	111.80	2.15	113.95	1.68	
86-577B-1-5,141.6	111.82	0.00	111.82	2.15	113.97	1.77	
86-577B-1-5,142.8	111.83	0.00	111.83	2.15	113.98	1.72	
86-577B-1-5,143.9	111.84	0.00	111.84	2.15	113.99	1.65	
86-577B-1-5,145	111.85	0.00	111.85	2.15	114.00	1.67	
86-577B-1-5,146.2	111.86	0.00	111.86	2.15	114.01	1.68	
86-577B-1-5,147.3	111.87	0.00	111.87	2.15	114.02	1.61	
86-577B-1-5,148.5	111.88	0.00	111.88	2.15	114.03	1.73	
86-577B-1-5,149.6	111.90	0.00	111.90	2.15	114.05		1.47
86-577B-1-5,150.7	111.91	0.00	111.91	2.15	114.06		0.00
86-577B-1-6,1.1	111.91	0.00	111.91	2.15	114.06		0.00
86-577B-1-5,151.9	111.92	0.00	111.92	2.15	114.07		0.00
86-577B-1-6,2.3	111.92	0.00	111.92	2.15	114.07		0.00
86-577B-1-5,153	111.93	0.00	111.93	2.15	114.08		0.00
86-577B-1-6,3.4	111.93	0.00	111.93	2.15	114.08		0.00
86-577B-1-5,154.2	111.94	0.00	111.94	2.15	114.09		0.00
86-577B-1-6,4.6	111.95	0.00	111.95	2.15	114.10	1.71	
86-577B-1-6,5.7	111.96	0.00	111.96	2.15	114.11	1.74	
86-577B-1-6,6.9	111.97	0.00	111.97	2.15	114.12	1.68	
86-577B-1-6,8	111.98	0.00	111.98	2.15	114.13	1.63	
86-577B-1-6,9.1	111.99	0.00	111.99	2.15	114.14	1.71	
86-577B-1-6,10.3	112.00	0.00	112.00	2.15	114.15	1.73	
86-577B-1-6,11.4	112.01	0.00	112.01	2.15	114.16	1.76	
86-577B-1-6,12.6	112.03	0.00	112.03	2.15	114.18	1.78	
86-577B-1-6,13.7	112.04	0.00	112.04	2.15	114.19	1.63	
86-577B-1-6,14.8	112.05	0.00	112.05	2.15	114.20	1.65	
86-577B-1-6,16	112.06	0.00	112.06	2.15	114.21	1.71	
86-577B-1-6,17.1	112.07	0.00	112.07	2.15	114.22	1.70	
86-577B-1-6,18.3	112.08	0.00	112.08	2.15	114.23	1.71	
86-577B-1-6,19.4	112.09	0.00	112.09	2.15	114.24	1.72	
86-577B-1-6,20.6	112.11	0.00	112.11	2.15	114.26	1.67	
86-577B-1-6,21.7	112.12	0.00	112.12	2.15	114.27	1.66	
86-577B-1-6,22.8	112.13	0.00	112.13	2.15	114.28	1.68	
86-577B-1-6,24	112.14	0.00	112.14	2.15	114.29	1.64	
86-577B-1-6,25.1	112.15	0.00	112.15	2.15	114.30	1.70	
86-577B-1-6,26.3	112.16	0.00	112.16	2.15	114.31	1.69	
86-577B-1-6,27.4	112.17	0.00	112.17	2.15	114.32	1.65	
86-577B-1-6,28.6	112.19	0.00	112.19	2.15	114.34	1.67	
86-577B-1-6,29.7	112.20	0.00	112.20	2.15	114.35	1.65	
86-577B-1-6,30.8	112.21	0.00	112.21	2.15	114.36	1.68	
86-577B-1-6,32	112.22	0.00	112.22	2.15	114.37	1.75	
86-577B-1-6,33.1	112.23	0.00	112.23	2.15	114.38	1.71	
86-577B-1-6,34.3	112.24	0.00	112.24	2.15	114.39	1.63	
86-577B-1-6,35.4	112.25	0.00	112.25	2.15	114.40	1.63	
86-577B-1-6,36.5	112.27	0.00	112.27	2.15	114.42	1.64	
86-577B-1-6,37.7	112.28	0.00	112.28	2.15	114.43	1.69	
86-577B-1-6,38.8	112.29	0.00	112.29	2.15	114.44	1.80	
86-577B-1-6,40	112.30	0.00	112.30	2.15	114.45	1.75	
86-577B-1-6,41.1	112.31	0.00	112.31	2.15	114.46	1.70	
86-577B-1-6,42.3	112.32	0.00	112.32	2.15	114.47	1.84	
86-577B-1-6,43.4	112.33	0.00	112.33	2.15	114.48	1.78	
86-577B-1-6,44.5	112.35	0.00	112.35	2.15	114.50	1.68	
86-577B-1-6,45.7	112.36	0.00	112.36	2.15	114.51	1.62	
86-577B-1-6,46.8	112.37	0.00	112.37	2.15	114.52	1.66	
86-577B-1-6,48	112.38	0.00	112.38	2.15	114.53	1.66	
86-577B-1-6,49.1	112.39	0.00	112.39	2.15	114.54	1.71	
86-577B-1-6,50.2	112.40	0.00	112.40	2.15	114.55	1.81	
86-577B-1-6,51.4	112.41	0.00	112.41	2.15	114.56	1.69	
86-577B-1-6,52.5	112.43	0.00	112.43	2.15	114.58	1.75	
86-577B-1-6,53.7	112.44	0.00	112.44	2.15	114.59	1.72	
86-577B-1-6,54.8	112.45	0.00	112.45	2.15	114.60	1.74	
86-577B-1-6,56	112.46	0.00	112.46	2.15	114.61	1.68	
86-577B-1-6,57.1	112.47	0.00	112.47	2.15	114.62	1.68	
86-577B-1-6,58.2	112.48	0.00	112.48	2.15	114.63	1.68	
86-577B-1-6,59.4	112.49	0.00	112.49	2.15	114.64	1.77	
86-577B-1-6,60.5	112.51	0.00	112.51	2.15	114.66	1.67	
86-577B-1-6,61.7	112.52	0.00	112.52	2.15	114.67	1.80	
86-577B-1-6,62.8	112.53	0.00	112.53	2.15	114.68	1.67	
86-577B-1-6,64	112.54	0.00	112.54	2.15	114.69	1.70	
86-577B-1-6,65.1	112.55	0.00	112.55	2.15	114.70	1.69	
86-577B-1-6,66.2	112.56	0.00	112.56	2.15	114.71	1.68	
86-577B-1-6,67.4	112.57	0.00	112.57	2.15	114.72	1.75	
86-577B-1-6,68.5	112.59	0.00	112.59	2.15	114.74	1.63	
86-577B-1-6,69.7	112.60	0.00	112.60	2.15	114.75	1.69	
86-577B-1-6,70.8	112.61	0.00	112.61	2.15	114.76	1.69	
86-577B-1-6,71.9	112.62	0.00	112.62	2.15	114.77	1.72	
86-577B-1-6,73.1	112.63	0.00	112.63	2.15	114.78	1.67	
86-577B-1-6,74.2	112.64	0.00	112.64	2.15	114.79	1.69	
86-577B-1-6,75.4	112.65	0.00	112.65	2.15	114.80	1.73	
86-577B-1-6,76.5	112.67	0.00	112.67	2.15	114.82	1.69	
86-577B-1-6,77.7	112.68	0.00	112.68	2.15	114.83	1.60	
86-577B-1-6,78.8	112.69	0.00	112.69	2.15	114.84	1.72	
86-577B-1-6,79.9	112.70	0.00	112.70	2.15	114.85	1.68	
86-577B-1-6,81.1	112.71	0.00	112.71	2.15	114.86	1.64	
86-577B-1-6,82.2	112.72	0.00	112.72	2.15	114.87	1.72	
86-577B-1-6,83.4	112.73	0.00	112.73	2.15	114.88	1.63	
86-577B-1-6,84.5	112.75	0.00	112.75	2.15	114.90	1.68	
86-577B-1-6,85.7	112.76	0.00	112.76	2.15	114.91	1.64	
86-577B-1-6,86.8	112.77	0.00	112.77	2.15	114.92	1.63	
86-577B-1-6,87.9	112.78	0.00	112.78	2.15	114.93	1.62	
86-577B-1-6,89.1	112.79	0.00	112.79	2.15	114.94	1.78	
86-577B-1-6,90.2	112.80	0.00	112.80	2.15	114.95	1.76	
86-577B-1-6,91.4	112.81	0.00	112.81	2.15	114.96	1.79	
86-577B-1-6,92.5	112.83	0.00	112.83	2.15	114.98	1.78	
86-577B-1-6,93.6	112.84	0.00	112.84	2.15	114.99	1.83	
86-577B-1-6,94.8	112.85	0.00	112.85	2.15	115.00	1.81	
86-577B-1-6,95.9	112.86	0.00	112.86	2.15	115.01	1.82	
86-577B-1-6,97.1	112.87	0.00	112.87	2.15	115.02	1.86	
86-577B-1-6,98.2	112.88	0.00	112.88	2.15	115.03	1.83	
86-577B-1-6,99.4	112.89	0.00	112.89	2.15	115.04	1.85	
86-577B-1-6,100.5	112.90	0.00	112.90	2.15	115.05	1.81	
86-577B-1-6,101.6	112.92	0.00	112.92	2.15	115.07	1.88	
86-577B-1-6,102.8	112.93	0.00	112.93	2.15	115.08	1.85	
86-577B-1-6,103.9	112.94	0.00	112.94	2.15	115.09	1.76	
86-577B-1-6,105.1	112.95	0.00	112.95	2.15	115.10	1.85	
86-577B-1-6,106.2	112.96	0.00	112.96	2.15	115.11	1.84	
86-577B-1-6,107.3	112.97	0.00	112.97	2.15	115.12	1.82	
86-577B-1-6,108.5	112.98	0.00	112.98	2.15	115.13	1.81	
86-577B-1-6,109.6	113.00	0.00	113.00	2.15	115.15	1.83	
86-577B-1-6,110.8	113.01	0.00	113.01	2.15	115.16	1.83	
86-577B-1-6,111.9	113.02	0.00	113.02	2.15	115.17	1.83	
86-577B-1-6,113.1	113.03	0.00	113.03	2.15	115.18	1.81	
86-577B-1-6,114.2	113.04	0.00	113.04	2.15	115.19	1.81	
86-577B-1-6,115.3	113.05	0.00	113.05	2.15	115.20	1.89	
86-577B-1-6,116.5	113.06	0.00	113.06	2.15	115.21	1.98	
86-577B-1-6,117.6	113.08	0.00	113.08	2.15	115.23	1.91	
86-577B-1-6,118.8	113.09	0.00	113.09	2.15	115.24	1.83	
86-577B-1-6,119.9	113.10	0.00	113.10	2.15	115.25	1.91	
86-577B-1-6,121.1	113.11	0.00	113.11	2.15	115.26	1.94	
86-577B-1-6,122.2	113.12	0.00	113.12	2.15	115.27	1.87	
86-577B-1-6,123.3	113.13	0.00	113.13	2.15	115.28	1.87	
86-577B-1-6,124.5	113.14	0.00	113.14	2.15	115.29	1.92	
86-577B-1-6,125.6	113.16	0.00	113.16	2.15	115.31	1.82	
86-577B-1-6,126.8	113.17	0.00	113.17	2.15	115.32	1.91	
86-577B-1-6,127.9	113.18	0.00	113.18	2.15	115.33	1.76	
86-577B-1-6,129	113.19	0.00	113.19	2.15	115.34	1.68	
86-577B-1-6,130.2	113.20	0.00	113.20	2.15	115.35	1.72	
86-577B-1-6,131.3	113.21	0.00	113.21	2.15	115.36	1.83	
86-577B-1-6,132.5	113.22	0.00	113.22	2.15	115.37	1.81	
86-577B-1-6,133.6	113.24	0.00	113.24	2.15	115.39	1.82	
86-577B-1-6,134.8	113.25	0.00	113.25	2.15	115.40	1.86	
86-577B-1-6,135.9	113.26	0.00	113.26	2.15	115.41	1.90	
86-577B-1-6,137	113.27	0.00	113.27	2.15	115.42	1.78	
86-577B-1-6,138.2	113.28	0.00	113.28	2.15	115.43	1.81	
86-577B-1-6,139.3	113.29	0.00	113.29	2.15	115.44	1.83	
86-577B-1-6,140.5	113.30	0.00	113.30	2.15	115.45	1.76	
86-577B-1-6,141.6	113.32	0.00	113.32	2.15	115.47	1.89	
86-577B-1-6,142.8	113.33	0.00	113.33	2.15	115.48	1.87	
86-577B-1-6,143.9	113.34	0.00	113.34	2.15	115.49	1.81	
86-577B-1-6,145	113.35	0.00	113.35	2.15	115.50	1.92	
86-577B-1-6,146.2	113.36	0.00	113.36	2.15	115.51	1.85	
86-577B-1-6,147.3	113.37	0.00	113.37	2.15	115.52	1.89	
86-577B-1-6,148.5	113.38	0.00	113.38	2.15	115.53	1.85	
86-577B-1-6,149.6	113.40	0.00	113.40	2.15	115.55	1.94	
86-577B-1-6,150.7	113.41	0.00	113.41	2.15	115.56	1.61	
86-577B-1-6,151.9	113.42	0.00	113.42	2.15	115.57		0.00
86-577B-1-6,153	113.43	0.00	113.43	2.15	115.58		0.00
86-577B-1-6,154.2	113.44	0.00	113.44	2.15	115.59		0.00
